iter	MultiClass
181	0.4097192238
182	0.4093314624
183	0.4089111192
184	0.4083499362
185	0.4075080754
186	0.4071758182
187	0.4068756735
188	0.405880505
189	0.4055248885
190	0.4051822214
191	0.404847649
192	0.4045918119
193	0.4044009727
194	0.4041391837
195	0.4038040647
196	0.4029770122
197	0.4027148656
198	0.4024816103
199	0.4021679163
200	0.4018727675
201	0.4014444218
202	0.401100185
203	0.4008142834
204	0.4004620949
205	0.4003209958
206	0.399763932
207	0.3995435299
208	0.3993167206
209	0.3990881392
210	0.3988811041
211	0.3985675214
212	0.398226463
213	0.3979178517
214	0.397583818
215	0.3972191793
216	0.3969241671
217	0.3965788509
218	0.3963948629
219	0.3961426823
220	0.3959023702
221	0.395676305
222	0.3954743978
223	0.3952532639
224	0.394963461
225	0.3947116492
226	0.3944002693
227	0.3941783842
228	0.3938579882
229	0.3935969967
230	0.393413857
231	0.3924403632
232	0.3919313985
233	0.3915512793
234	0.3913062228
235	0.3910065125
236	0.3908163075
237	0.3902225009
238	0.3896953964
239	0.3895425244
240	0.3890382041
241	0.3888464153
242	0.3886303138
243	0.3883145523
244	0.388091347
245	0.3878948301
246	0.3877341092
247	0.3875929492
248	0.3873268016
249	0.3871649257
250	0.3869322412
251	0.3867700266
252	0.3865820316
253	0.3863630069
254	0.3861145527
255	0.3859083545
256	0.3856460802
257	0.385480083
258	0.3852485334
259	0.3848193816
260	0.384598512
261	0.3843831956
262	0.3840983467
263	0.3839086407
264	0.3836191774
265	0.3835101189
266	0.3834034733
267	0.3830477321
268	0.3827832516
269	0.382521319
270	0.3820970323
271	0.3816324479
272	0.3813898329
273	0.3811743388
274	0.3807969014
275	0.3806710592
276	0.3804782217
277	0.3802730259
278	0.3799622302
279	0.3798160006
280	0.3795034221
281	0.3793659948
282	0.3791903004
283	0.3789800458
284	0.3787536785
285	0.3786008294
286	0.3784100655
287	0.3781926643
288	0.3779420595
289	0.3775455193
290	0.3773786093
291	0.3772161088
292	0.3770106675
293	0.3767672539
294	0.3765865277
295	0.3764379405
296	0.3762236555
297	0.375984682
298	0.3757256269
299	0.375467629
300	0.37522032
301	0.3747334818
302	0.3745374001
303	0.3741170888
304	0.3737660123
305	0.3735504443
306	0.3733090154
307	0.3730525445
308	0.3728620202
309	0.3726623455
310	0.3724876442
311	0.3723510734
312	0.3721468009
313	0.3720249463
314	0.37179331
315	0.3714780398
316	0.3713019811
317	0.3711441763
318	0.3709619692
319	0.3706609336
320	0.3705628773
321	0.3703886769
322	0.3701606728
323	0.3699882513
324	0.3698419059
325	0.369678427
326	0.3694598283
327	0.3692311858
328	0.3690505549
329	0.3689333598
330	0.3687888227
331	0.3686655253
332	0.3685088358
333	0.3683524125
334	0.3681725917
335	0.3680258924
336	0.3677255015
337	0.3675735565
338	0.3673103557
339	0.3671980839
340	0.367068694
341	0.3668887771
342	0.3667301836
343	0.3665866138
344	0.3664523438
345	0.3662760054
346	0.3660829159
347	0.3658733842
348	0.3656361838
349	0.3653840892
350	0.3650201103
351	0.3648166735
352	0.3644587235
353	0.3643210096
354	0.3641435189
355	0.363950084
356	0.3638130571
357	0.3635930084
358	0.3633864383
359	0.3632561447
360	0.363088823
361	0.3628210384
362	0.3626866365
363	0.3624310402
364	0.3622375105
365	0.3620644884
366	0.3619246603
367	0.361813665
368	0.3616814585
369	0.3614331953
370	0.361263165
371	0.3611226596
372	0.3609078007
373	0.3606328049
374	0.3604483124
375	0.3603031375
376	0.3601865561
377	0.3600422224
378	0.359793149
379	0.3596337682
380	0.35943594
381	0.3592428678
382	0.3590577678
383	0.3587900033
384	0.3586458131
385	0.3584186502
386	0.3582547733
387	0.3581137064
388	0.3579222031
389	0.3576856877
390	0.3575793014
391	0.3574193943
392	0.3572432672
393	0.3570363107
394	0.3568693231
395	0.3567399362
396	0.3565812262
397	0.3563740413
398	0.3562322517
399	0.3558265041
400	0.3556469759
401	0.3555623017
402	0.3553500472
403	0.3551017197
404	0.3547454412
405	0.354537126
406	0.3543573317
407	0.3542221623
408	0.35403549
409	0.3539354417
410	0.3537541996
411	0.3536127533
412	0.3533277994
413	0.3531733443
414	0.35306297
415	0.3529390723
416	0.3528228466
417	0.3525762658
418	0.3523765265
419	0.3521831902
420	0.3520202298
421	0.3518345761
422	0.3517084628
423	0.3516134905
424	0.3514077553
425	0.3512909732
426	0.3510466719
427	0.3508713189
428	0.3506544668
429	0.3504345659
430	0.3502804221
431	0.3501252858
432	0.3500036924
433	0.349726639
434	0.3493177062
435	0.3492037761
436	0.3490778777
437	0.3489544667
438	0.3488254024
439	0.3486828102
440	0.3485785885
441	0.3484261655
442	0.3482928492
443	0.3480633619
444	0.3479402958
445	0.3476734043
446	0.3475422066
447	0.3473741138
448	0.3472043736
449	0.3470157142
450	0.3469210974
451	0.3467372009
452	0.3466258891
453	0.3464805438
454	0.3462969422
455	0.3460598245
456	0.3458976789
457	0.3457276619
458	0.345572349
459	0.3454405836
460	0.3453398279
461	0.3450830633
462	0.3448399401
463	0.3447012179
464	0.3445826516
465	0.3444407165
466	0.3443098862
467	0.3441547913
468	0.3440119147
469	0.3437866403
470	0.3436781941
471	0.3435519846
472	0.3433876576
473	0.3432493919
474	0.3431614692
475	0.3430664588
476	0.3429250774
477	0.3427799339
478	0.3425734851
479	0.34242823
480	0.3422472017
481	0.3419742372
482	0.3418208468
483	0.3415947347
484	0.3413950525
485	0.3412679678
486	0.3411223752
487	0.3409806489
488	0.3408369067
489	0.3406593362
490	0.3405489972
491	0.3404263675
492	0.3403096741
493	0.340106162
494	0.3399595275
495	0.3397340081
496	0.3394922621
497	0.3393539365
498	0.3392705759
499	0.3391939604
500	0.3390757887
501	0.3389356292
502	0.338789809
503	0.3386730641
504	0.3385636435
505	0.3384430824
506	0.3383403001
507	0.338163203
508	0.3379844951
509	0.3377853436
510	0.3376255892
511	0.3375169922
512	0.3373707943
513	0.3372560123
514	0.3371654458
515	0.3370548904
516	0.3368410975
517	0.3366612583
518	0.3365331697
519	0.3364059717
520	0.3362537699
521	0.336131295
522	0.3359913941
523	0.3358758846
524	0.3357063089
525	0.3355945685
526	0.3355013596
527	0.335379091
528	0.3352417558
529	0.3351487531
530	0.3350227761
531	0.3348982843
532	0.3348032616
533	0.3346849688
534	0.3345396119
535	0.3344126779
536	0.3342909215
537	0.3341653607
538	0.3340932208
539	0.333972084
540	0.3337853485
541	0.3336449122
542	0.3335429182
543	0.3334509236
544	0.3333437538
545	0.3331643703
546	0.3329741531
547	0.3328379935
548	0.3327488562
549	0.3325092037
550	0.3323452441
551	0.3322624443
552	0.3321489721
553	0.332073682
554	0.3319508187
555	0.3318482195
556	0.3316949439
557	0.3316236236
558	0.3314424981
559	0.3312915914
560	0.3311672281
561	0.3309604208
562	0.3308256952
563	0.3307107403
564	0.3305831346
565	0.3304774612
566	0.3303927961
567	0.3302611245
568	0.3301199019
569	0.3299773328
570	0.3297958226
571	0.3296789591
572	0.3295634269
573	0.32941518
574	0.3292841004
575	0.3291279181
576	0.3289389112
577	0.3287846555
578	0.3286779207
579	0.3284802218
580	0.3283744356
581	0.3282999408
582	0.3280803249
583	0.3279431227
584	0.3278414692
585	0.3276684006
586	0.3275668392
587	0.3274230525
588	0.3273210322
589	0.3271769777
590	0.3271010899
591	0.3269239556
592	0.3268489085
593	0.3267370314
594	0.3266003242
595	0.3263969203
596	0.3262652966
597	0.3261622962
598	0.3260750958
599	0.3258566512
600	0.3257792456
601	0.3256843935
602	0.3256105712
603	0.3254235783
604	0.3253023365
605	0.3252331334
606	0.3251540558
607	0.3250238742
608	0.3249058379
609	0.3247415146
610	0.3246552455
611	0.3245268613
612	0.3243761904
613	0.3242052435
614	0.3240934963
615	0.3239630246
616	0.3239023951
617	0.3237913603
618	0.3236181726
619	0.3234978455
620	0.3234049634
621	0.3232663328
622	0.3230855373
623	0.3229006201
624	0.3228236455
625	0.3226962802
626	0.3225628776
627	0.3224382626
628	0.3223255556
629	0.3222159112
630	0.3221500482
631	0.3220360357
632	0.3219088436
633	0.321764908
634	0.321645022
635	0.3215500991
636	0.3214865619
637	0.321395649
638	0.3212386049
639	0.321098139
640	0.3210293104
641	0.3208854978
642	0.3208360051
643	0.3207608663
644	0.3206659305
645	0.3206045007
646	0.3205386404
647	0.3203607934
648	0.3202879861
649	0.3200872021
650	0.3199899923
651	0.3198684922
652	0.3197468355
653	0.3196138642
654	0.3194653347
655	0.3193413239
656	0.3192366629
657	0.3191047646
658	0.319000579
659	0.3188410097
660	0.318735422
661	0.3186368937
662	0.3185605356
663	0.3184971062
664	0.318394805
665	0.3183037242
666	0.3182280553
667	0.3180858089
668	0.3179928599
669	0.3179006646
670	0.3178076581
671	0.3176643712
672	0.3175600444
673	0.3174882584
674	0.3173740622
675	0.3173039762
676	0.3172175029
677	0.3171185669
678	0.317025323
679	0.3169375265
680	0.3168449306
681	0.3167699157
682	0.3166479202
683	0.3165683197
684	0.3165112434
685	0.3164096528
686	0.3163339741
687	0.316229938
688	0.3161405173
689	0.3160061627
690	0.3159304504
691	0.3158500913
692	0.3156587697
693	0.3154886606
694	0.3154108936
695	0.3153220892
696	0.3152281534
697	0.3151396378
698	0.314968062
699	0.3149088349
700	0.3147944455
701	0.3147326207
702	0.3146542117
703	0.3145102223
704	0.314397828
705	0.3143369366
706	0.3142567273
707	0.3141172265
708	0.3139973475
709	0.3138791428
710	0.3137842166
711	0.3137272325
712	0.3135987732
713	0.3134892866
714	0.3133835176
715	0.313250205
716	0.3131401975
717	0.3129927039
718	0.3128750484
719	0.3128242737
720	0.3127314704
721	0.3126520791
722	0.3125346578
723	0.3124523342
724	0.3123963754
725	0.3123405024
726	0.3122456019
727	0.3119966552
728	0.3119301665
729	0.3118846638
730	0.3117901494
731	0.3117234328
732	0.311560181
733	0.3114790252
734	0.3113100165
735	0.3112209713
736	0.3110897818
737	0.3109560557
738	0.3108446597
739	0.3107465633
740	0.3106320056
741	0.3105086485
742	0.3104349624
743	0.3102992476
744	0.310226392
745	0.3101156032
746	0.3100004225
747	0.3099160807
748	0.3097877706
749	0.3096849209
750	0.3095590358
751	0.3094645665
752	0.3094074885
753	0.3092876509
754	0.3091966987
755	0.3090508327
756	0.3089429419
757	0.30882686
758	0.3087460457
759	0.3086422946
760	0.3085735129
761	0.3084838416
762	0.308354765
763	0.3083026403
764	0.308220586
765	0.3081149012
766	0.3080083563
767	0.3079367198
768	0.3078081118
769	0.3077232499
770	0.3076309326
771	0.3075456923
772	0.307472279
773	0.3074018344
774	0.3073185575
775	0.3071601954
776	0.3069866088
777	0.3069045212
778	0.3068155834
779	0.3066962051
780	0.3066276159
781	0.3065565369
782	0.3064330277
783	0.3063516126
784	0.3061883347
785	0.306126077
786	0.305976201
787	0.3059034709
788	0.305836745
789	0.3057561343
790	0.3056341387
791	0.3054630496
792	0.3053880799
793	0.305297578
794	0.3052244721
795	0.3050469367
796	0.3049576436
797	0.3048195152
798	0.3047653349
799	0.3046665233
800	0.3045755838
801	0.3044838263
802	0.3044118541
803	0.3042986186
804	0.3041912177
805	0.3040372193
806	0.3039414746
807	0.30387217
808	0.3037496062
809	0.3036354455
810	0.3035864944
811	0.3035214544
812	0.3034263066
813	0.3033299877
814	0.3032496267
815	0.3031175801
816	0.3030600712
817	0.3029857404
818	0.3029306283
819	0.302794642
820	0.3026916043
821	0.3025877565
822	0.3023340436
823	0.3022228442
824	0.3021328368
825	0.3020637609
826	0.3019843638
827	0.3019128117
828	0.3018553911
829	0.3017797395
830	0.3016923758
831	0.3015805584
832	0.3015034478
833	0.3014139255
834	0.3012944173
835	0.301176302
836	0.3010068211
837	0.3008571127
838	0.3007767782
839	0.3006737553
840	0.3006027981
841	0.3005618737
842	0.300474665
843	0.3003785876
844	0.3002803586
845	0.300164
846	0.3000714382
847	0.3000131183
848	0.2999191616
849	0.2998491459
850	0.2997977677
851	0.2996966601
852	0.2996243943
853	0.2995567124
854	0.2994857106
855	0.2994375704
856	0.2993645746
857	0.2992701661
858	0.2991445581
859	0.2990782743
860	0.2989857286
861	0.2989239546
862	0.2988367248
863	0.2986980599
864	0.2986308556
865	0.2984932575
866	0.2984007919
867	0.2982961242
868	0.2982013715
869	0.2981211589
870	0.2980347291
871	0.2978829144
872	0.2977811675
873	0.2976895672
874	0.2976075283
875	0.2975021104
876	0.2973529258
877	0.2972607624
878	0.2971767033
879	0.2971059865
880	0.2970133779
881	0.2969127635
882	0.296836482
883	0.2967642755
884	0.2966372059
885	0.2965440761
886	0.2964693393
887	0.2964039587
888	0.2963066738
889	0.2961984408
890	0.2961051338
891	0.2959731923
892	0.295907592
893	0.2958426643
894	0.2957450837
895	0.2957038946
896	0.2955340092
897	0.2954933111
898	0.2954311677
899	0.2953675054
900	0.2952604395
901	0.2951987154
902	0.2950967314
903	0.2950246985
904	0.2949390642
905	0.2948809914
906	0.2948114958
907	0.2946407893
908	0.2945485137
909	0.2945022683
910	0.2944480839
911	0.2943470483
912	0.2942513178
913	0.2941728257
914	0.294040778
915	0.2939934303
916	0.2939320205
917	0.2938405844
918	0.2937351126
919	0.2936568465
920	0.2935606177
921	0.2934550898
922	0.2933401615
923	0.2932433783
924	0.2931578522
925	0.2930806672
926	0.2929813867
927	0.2929065149
928	0.2928375401
929	0.2927189592
930	0.2926473592
931	0.2925742331
932	0.2924998876
933	0.2923742374
934	0.2922841303
935	0.2922004301
936	0.29210171
937	0.2920375422
938	0.2920048019
939	0.2919476731
940	0.2918460026
941	0.2917545437
942	0.2916890861
943	0.2915822485
944	0.2915091248
945	0.2914538053
946	0.2913923841
947	0.2913369686
948	0.2912699075
949	0.2912118449
950	0.2911382275
951	0.2910136763
952	0.2909405669
953	0.2908351349
954	0.2907744914
955	0.2907165154
956	0.2906575398
957	0.2905745738
958	0.2904796873
959	0.2904279976
960	0.2903367902
961	0.2902270349
962	0.2901360113
963	0.2900297635
964	0.2899504146
965	0.2898759298
966	0.2898017175
967	0.2897177045
968	0.2896376449
969	0.2895632979
970	0.2894630084
971	0.2893958758
972	0.289359266
973	0.2892943687
974	0.2892329092
975	0.2891648341
976	0.289109409
977	0.2890507623
978	0.2889485294
979	0.28887741
980	0.2888268203
981	0.2887624419
982	0.288694459
983	0.2886343991
984	0.2884873943
985	0.2884054645
986	0.2883312439
987	0.2882584442
988	0.2881778759
989	0.2880747258
990	0.2880239469
991	0.287915954
992	0.2878663799
993	0.28777153
994	0.2876862916
995	0.2876234946
996	0.2875420053
997	0.2874729642
998	0.2873823283
999	0.287256374
